"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018年4月13日","802.50","802.50","802.50","802.50","-","0.44%"
"2018年4月11日","799.00","799.00","799.00","799.00","-","-0.25%"
"2018年4月10日","801.00","801.20","801.20","799.30","0.03K","0.73%"
"2018年4月9日","795.20","797.60","797.60","795.20","0.00K","0.40%"
"2018年4月6日","792.00","792.10","794.60","792.00","0.16K","-0.43%"
"2018年4月5日","795.40","795.40","795.40","795.40","-","2.96%"
"2018年4月4日","772.50","772.50","772.50","772.50","-","-1.38%"
"2018年4月3日","783.30","783.10","783.90","783.10","0.01K","0.05%"
"2018年3月28日","782.90","774.70","782.90","774.30","0.08K","-0.36%"
"2018年3月27日","785.70","787.00","789.40","784.40","0.04K","1.77%"
"2018年3月26日","772.00","782.30","782.70","772.00","0.03K","-1.13%"
"2018年3月23日","780.80","775.50","783.10","775.50","0.08K","-1.26%"
"2018年3月22日","790.80","790.80","790.80","790.80","-","-1.57%"
"2018年3月19日","803.40","803.40","803.40","803.40","-","-0.95%"
"2018年3月16日","811.10","809.90","812.30","809.90","0.07K","-0.21%"
"2018年3月15日","812.80","811.00","812.80","811.00","0.14K","0.56%"
"2018年3月13日","808.30","816.60","816.60","808.30","0.04K","-1.20%"
"2018年3月12日","818.10","816.80","818.10","816.80","0.12K","-1.12%"
"2018年3月9日","827.40","817.20","827.40","817.20","0.07K","0.80%"
"2018年3月8日","820.80","814.60","820.80","814.50","0.05K","1.60%"
"2018年3月7日","807.90","802.00","807.90","802.00","0.02K","0.30%"
"2018年3月6日","805.50","809.70","809.70","804.60","0.24K","0.85%"
"2018年3月5日","798.70","792.00","798.70","792.00","0.01K","1.24%"
"2018年3月2日","788.90","805.00","805.00","788.90","0.07K","-2.05%"
"2018年3月1日","805.40","813.90","813.90","805.40","0.01K","-2.47%"
"2018年2月28日","825.80","825.80","825.80","825.80","-","-0.51%"
"2018年2月27日","830.00","825.80","830.00","825.80","0.01K","-0.18%"
"2018年2月26日","831.50","832.40","832.40","831.50","0.02K","0.57%"
"2018年2月23日","826.80","826.80","826.80","826.80","-","0.07%"
"2018年2月22日","826.20","826.20","826.20","826.20","-","-0.51%"
"2018年2月21日","830.40","824.60","830.40","824.60","0.03K","0.16%"
"2018年2月20日","829.10","823.50","829.10","823.50","0.03K","0.94%"
"2018年2月16日","821.40","823.20","823.20","821.40","0.05K","1.26%"
"2018年2月15日","811.20","812.40","816.80","811.20","0.05K","2.98%"
"2018年2月14日","787.70","794.90","794.90","787.70","0.03K","-0.25%"
"2018年2月13日","789.70","790.70","790.70","789.70","0.03K","-0.29%"
"2018年2月12日","792.00","792.30","792.30","789.20","0.01K","1.18%"
"2018年2月9日","782.80","791.60","791.60","782.50","0.16K","-1.67%"
"2018年2月8日","796.10","809.10","809.10","794.50","0.04K","-0.80%"
"2018年2月7日","802.50","802.10","802.50","802.10","0.01K","0.36%"
"2018年2月6日","799.60","802.40","802.40","797.10","0.07K","-3.99%"
"2018年2月2日","832.80","832.80","832.80","832.80","-","-1.19%"
"2018年2月1日","842.80","854.80","854.80","842.80","0.02K","-0.77%"
"2018年1月31日","849.30","849.30","849.30","849.30","-","0.69%"
"2018年1月30日","843.50","843.40","843.50","843.40","0.01K","-2.21%"
"2018年1月23日","862.60","865.30","865.30","862.60","0.02K","-0.07%"
"2018年1月22日","863.20","863.10","863.20","862.20","0.01K","0.27%"
"2018年1月19日","860.90","857.60","862.70","857.50","0.05K","0.89%"
"2018年1月18日","853.30","853.70","854.10","853.00","0.01K","0.42%"
"2018年1月17日","849.70","850.50","853.50","849.60","0.03K","-0.19%"
"2018年1月16日","851.30","850.80","853.80","850.80","0.01K","0.20%"
"2018年1月15日","849.60","848.60","849.60","848.60","0.01K","-0.05%"
"2018年1月12日","850.00","850.00","850.00","850.00","-","0.34%"
"2018年1月11日","847.10","851.00","851.00","847.10","0.01K","0.05%"
"2018年1月10日","846.70","849.60","850.00","846.70","0.02K","-0.47%"
"2018年1月9日","850.70","850.70","850.70","850.70","-","0.60%"
"2018年1月8日","845.60","843.90","845.60","843.40","0.03K","0.69%"
"2018年1月5日","839.80","838.40","840.70","837.50","0.03K","0.72%"
"2018年1月4日","833.80","830.60","833.80","829.60","0.04K","1.51%"
"2018年1月3日","821.40","815.70","821.40","815.70","0.02K","1.06%"
"2018年1月2日","812.80","809.40","812.80","808.50","0.05K","-0.18%"
"2017年12月29日","814.30","817.50","817.50","814.30","0.04K","-0.51%"
"2017年12月28日","818.50","821.40","821.50","818.50","0.03K","-0.13%"
"2017年12月27日","819.60","820.90","820.90","819.60","0.00K","-0.26%"
"2017年12月22日","821.70","821.60","821.70","821.60","0.00K","0.31%"
"2017年12月21日","819.20","818.60","819.20","818.60","0.01K","-0.18%"
"2017年12月20日","820.70","825.70","825.90","820.70","0.01K","-0.57%"
"2017年12月19日","825.40","827.90","829.60","825.30","0.09K","-0.16%"
"2017年12月18日","826.70","824.70","828.30","824.70","0.08K","1.21%"
"2017年12月14日","816.80","813.80","816.80","813.80","0.02K","-0.24%"
"2017年12月13日","818.80","818.80","818.80","818.80","0.03K","0.37%"
"2017年12月12日","815.80","815.80","815.80","815.80","0.27K","-1.34%"
"2017年12月8日","826.90","825.90","826.90","825.90","0.08K","0.57%"
"2017年12月7日","822.20","820.10","822.20","820.10","0.00K","0.06%"
"2017年12月6日","821.70","821.70","821.70","821.70","0.02K","-0.39%"
"2017年12月4日","824.90","820.60","826.70","820.60","0.05K","1.36%"
"2017年12月1日","813.80","823.60","823.60","813.80","0.03K","-1.50%"
"2017年11月30日","826.20","825.10","826.20","823.70","0.02K","0.11%"
"2017年11月29日","825.30","825.90","827.50","824.80","0.04K","0.90%"
"2017年11月28日","817.90","814.90","817.90","814.70","0.01K","-0.11%"
"2017年11月27日","818.80","820.00","820.00","818.80","0.01K","0.17%"
"2017年11月24日","817.40","816.40","817.40","815.90","0.02K","0.06%"
"2017年11月23日","816.90","810.10","817.00","810.10","0.02K","0.52%"
"2017年11月22日","812.70","817.00","817.00","812.70","0.01K","-0.54%"
"2017年11月21日","817.10","813.50","819.00","813.50","0.03K","0.39%"
"2017年11月20日","813.90","809.10","813.90","808.40","0.05K","0.12%"
"2017年11月17日","812.90","812.50","814.40","812.50","0.00K","-0.20%"
"2017年11月16日","814.50","814.40","814.50","814.40","0.00K","0.79%"
"2017年11月15日","808.10","805.20","808.10","804.40","0.07K","-0.50%"
"2017年11月14日","812.20","810.80","812.20","810.80","0.04K","0.52%"
"2017年11月13日","808.00","807.00","808.00","807.00","0.08K","-0.93%"
"2017年11月10日","815.60","819.30","819.30","815.40","0.04K","-0.63%"
"2017年11月9日","820.80","829.50","829.50","820.80","0.04K","-1.48%"
"2017年11月8日","833.10","839.90","839.90","833.10","0.01K","-0.83%"
"2017年11月7日","840.10","844.50","844.50","839.90","0.01K","-0.46%"
"2017年11月6日","844.00","844.60","844.60","844.00","0.01K","0.60%"
"2017年11月2日","839.00","843.90","843.90","839.00","0.01K","-1.07%"
"2017年11月1日","848.10","848.10","848.10","848.10","0.02K","0.71%"
"2017年10月31日","842.10","833.70","842.10","833.70","0.04K","1.40%"
"2017年10月27日","830.50","830.50","830.50","830.50","0.01K","0.81%"
"2017年10月26日","823.80","813.20","823.80","813.20","0.02K","1.82%"
"2017年10月25日","809.10","812.00","812.00","809.10","0.01K","-0.52%"
"2017年10月24日","813.30","813.30","813.30","813.30","0.00K","0.04%"
"2017年10月23日","813.00","815.20","815.20","813.00","0.01K","-0.29%"
"2017年10月20日","815.40","814.10","815.40","814.10","0.02K","0.46%"
"2017年10月19日","811.70","815.80","815.80","810.20","0.07K","-0.81%"
"2017年10月18日","818.30","817.10","818.80","817.10","0.19K","0.22%"
"2017年10月17日","816.50","816.50","816.50","813.80","0.03K","0.36%"
"2017年10月16日","813.60","811.60","814.00","811.60","0.04K","-0.02%"
"2017年10月13日","813.80","814.00","814.00","812.40","0.08K","0.04%"
"2017年10月12日","813.50","813.50","813.50","813.50","0.00K","-0.05%"
"2017年10月11日","813.90","814.80","815.20","813.30","0.05K","0.06%"
"2017年10月10日","813.40","811.90","813.70","811.50","0.20K","-0.32%"
"2017年10月5日","816.00","818.40","818.40","814.10","0.09K","-0.33%"
"2017年10月4日","818.70","816.60","818.70","816.60","0.00K","-0.18%"
"2017年10月3日","820.20","819.40","820.20","819.40","0.03K","0.63%"
"2017年10月2日","815.10","814.40","815.30","814.40","0.01K","0.57%"
"2017年9月29日","810.50","809.60","810.50","809.50","0.01K","0.10%"
"2017年9月28日","809.70","808.50","809.70","807.60","0.01K","0.55%"
"2017年9月27日","805.30","805.20","805.30","805.10","0.00K","0.68%"
"2017年9月25日","799.90","802.60","803.20","799.90","0.01K","-0.02%"
"2017年9月22日","800.10","799.10","802.80","799.10","0.01K","0.01%"
"2017年9月21日","800.00","798.10","800.00","798.10","0.00K","0.44%"
"2017年9月20日","796.50","796.50","796.50","796.50","0.00K","0.15%"
"2017年9月19日","795.30","795.50","796.80","795.30","0.05K","-0.03%"
"2017年9月18日","795.50","794.80","795.50","794.80","0.03K","0.38%"
"2017年9月15日","792.50","791.80","792.60","791.60","0.01K","0.06%"
"2017年9月14日","792.00","789.60","792.00","789.60","0.05K","0.37%"
"2017年9月13日","789.10","789.20","789.20","789.10","0.03K","0.27%"
"2017年9月12日","787.00","786.40","787.70","786.40","0.16K","0.47%"
"2017年9月11日","783.30","783.70","784.30","783.20","0.15K","1.45%"
"2017年9月7日","772.10","770.80","772.10","770.80","0.04K","-0.01%"
"2017年9月5日","772.20","773.60","773.60","772.20","0.03K","0.78%"
"2017年9月4日","766.20","766.10","766.20","766.10","0.01K","-0.58%"
"2017年9月1日","770.70","769.80","770.70","769.80","0.00K","3.17%"
"2017年8月29日","747.00","746.10","747.00","746.10","0.01K","-2.63%"
"2017年8月24日","767.20","767.40","767.40","767.20","0.00K","-0.34%"
"2017年8月22日","769.80","769.80","769.80","769.80","0.00K","1.08%"
"2017年8月21日","761.60","761.60","761.60","761.60","0.00K","-0.24%"
"2017年8月18日","763.40","763.50","763.50","763.40","0.01K","-0.08%"
"2017年8月14日","764.00","759.80","764.00","759.80","0.06K","1.10%"
"2017年8月11日","755.70","751.30","755.80","750.70","0.09K","-0.38%"
"2017年8月10日","758.60","761.60","761.60","758.60","0.01K","-1.04%"
"2017年8月9日","766.60","769.40","769.40","764.30","0.01K","-0.88%"
"2017年8月8日","773.40","772.90","773.50","770.70","0.01K","0.17%"
"2017年8月4日","772.10","763.10","772.10","763.10","0.01K","0.91%"
"2017年8月3日","765.10","763.00","765.10","763.00","0.01K","-0.30%"
"2017年8月2日","767.40","771.80","771.80","767.40","0.01K","-0.30%"
"2017年8月1日","769.70","767.80","769.70","767.80","0.03K","0.40%"
"2017年7月31日","766.60","766.30","766.60","766.30","0.01K","-1.05%"
"2017年7月27日","774.70","774.00","774.70","774.00","0.01K","-0.23%"
"2017年7月26日","776.50","774.80","776.50","774.80","0.00K","0.69%"
"2017年7月25日","771.20","771.00","771.90","771.00","0.03K","0.59%"
"2017年7月24日","766.70","769.20","769.70","765.70","0.06K","0.07%"
"2017年7月21日","766.20","773.00","773.50","765.80","0.05K","-1.50%"
"2017年7月20日","777.90","784.50","784.50","777.90","0.00K","-0.12%"
"2017年7月19日","778.80","780.50","781.10","778.70","0.03K","-0.15%"
"2017年7月18日","780.00","784.60","784.60","779.70","0.02K","-1.07%"
"2017年7月17日","788.40","788.50","788.60","785.10","0.01K","-0.13%"
"2017年7月14日","789.40","791.60","791.60","789.40","0.01K","-0.09%"
"2017年7月13日","790.10","791.80","793.50","790.10","0.02K","0.08%"
"2017年7月12日","789.50","789.50","789.50","789.50","0.02K","0.86%"
"2017年7月10日","782.80","780.80","782.80","780.80","0.01K","1.11%"
"2017年7月7日","774.20","774.20","774.20","774.20","0.00K","-0.36%"
"2017年7月6日","777.00","779.90","779.90","777.00","0.01K","-0.65%"
"2017年7月5日","782.10","780.00","782.10","780.00","0.01K","0.26%"
"2017年7月4日","780.10","779.00","780.10","777.30","0.01K","1.10%"
"2017年6月30日","771.60","768.80","774.80","768.80","0.01K","0.16%"
"2017年6月29日","770.40","784.40","784.40","770.40","0.02K","-1.85%"
"2017年6月28日","784.90","782.40","786.70","780.50","0.01K","-0.58%"
"2017年6月27日","789.50","793.90","793.90","789.50","0.00K","-1.02%"
"2017年6月26日","797.60","799.20","799.50","797.60","0.36K","0.45%"
"2017年6月22日","794.00","791.80","794.30","790.90","1.01K","0.09%"
"2017年6月21日","793.30","789.20","793.30","789.20","0.01K","1.45%"
"2017年6月15日","782.00","780.50","782.00","780.50","0.01K","-1.11%"
"2017年6月14日","790.80","790.80","790.80","790.80","0.04K","0.84%"
"2017年6月13日","784.20","783.80","784.40","783.80","0.87K","-1.21%"
"2017年6月9日","793.80","793.30","794.00","791.10","0.01K","0.58%"
"2017年6月8日","789.20","788.40","789.60","788.10","0.01K","0.10%"
"2017年6月7日","788.40","788.40","788.40","788.40","0.02K","-1.05%"
"2017年6月2日","796.80","796.80","796.80","796.80","0.00K","1.10%"
"2017年5月31日","788.10","787.50","790.10","787.50","0.01K","0.79%"
"2017年5月30日","781.90","782.00","782.00","781.90","0.15K","0.14%"
"2017年5月29日","780.80","780.30","780.80","780.30","0.00K","-0.22%"
"2017年5月26日","782.50","781.20","782.50","779.00","0.01K","0.97%"
"2017年5月24日","775.00","775.00","775.50","775.00","0.02K","-0.54%"
"2017年5月23日","779.20","776.20","779.80","776.20","0.56K","0.43%"
"2017年5月22日","775.90","775.90","775.90","775.90","0.02K","0.13%"
"2017年5月19日","774.90","775.50","775.50","774.90","0.03K","0.61%"
"2017年5月18日","770.20","771.30","771.30","766.90","0.03K","-1.34%"
"2017年5月17日","780.70","783.90","788.20","780.70","0.01K","-1.10%"
"2017年5月16日","789.40","787.70","790.10","787.60","0.02K","0.42%"
"2017年5月15日","786.10","784.00","786.10","783.70","0.01K","0.24%"
"2017年5月12日","784.20","782.70","784.30","782.70","0.02K","0.06%"
"2017年5月11日","783.70","786.50","787.50","783.70","0.01K","-0.65%"
"2017年5月10日","788.80","788.80","788.80","788.80","0.55K","-0.50%"
"2017年5月8日","792.80","792.80","792.80","792.80","0.00K","-0.16%"
"2017年5月5日","794.10","788.30","794.10","788.30","0.05K","0.76%"
"2017年5月4日","788.10","782.70","788.10","782.70","0.02K","0.95%"
"2017年5月3日","780.70","782.20","782.20","780.70","0.01K","-0.80%"
"2017年5月2日","787.00","785.40","787.00","785.40","0.00K","1.01%"
"2017年4月27日","779.10","779.10","779.10","779.10","0.07K","0.09%"
"2017年4月26日","778.40","775.90","778.90","775.90","0.01K","0.13%"
"2017年4月25日","777.40","777.30","777.40","777.30","0.03K","0.57%"
"2017年4月24日","773.00","767.50","773.00","767.50","0.09K","3.29%"
"2017年4月21日","748.40","748.40","748.40","748.40","0.00K","0.88%"
"2017年4月18日","741.90","745.00","745.00","740.50","0.01K","-1.22%"
"2017年4月12日","751.10","752.00","752.00","751.10","0.01K","0.56%"
"2017年4月11日","746.90","750.70","751.20","746.90","0.05K","-0.33%"
"2017年4月10日","749.40","749.40","749.40","749.40","0.00K","-0.37%"
"2017年4月7日","752.20","747.20","752.20","746.80","0.89K","0.33%"
"2017年4月5日","749.70","746.80","749.70","746.80","0.01K","0.35%"
"2017年4月4日","747.10","744.90","747.10","744.90","0.01K","-0.01%"
"2017年4月3日","747.20","747.10","747.20","747.10","0.02K","0.46%"
"2017年3月31日","743.80","743.80","743.80","743.80","0.00K","0.79%"
"2017年3月30日","738.00","738.00","738.00","738.00","0.35K","0.23%"
"2017年3月29日","736.30","734.50","736.30","734.50","0.03K","1.08%"
"2017年3月24日","728.40","728.40","728.40","728.40","0.01K","-0.14%"
"2017年3月23日","729.40","719.80","729.40","719.80","0.01K","1.47%"
"2017年3月22日","718.80","718.80","718.80","718.80","0.01K","-1.29%"
"2017年3月21日","728.20","732.60","732.80","728.20","0.03K","-0.15%"
"2017年3月20日","729.30","729.30","729.30","729.30","0.00K","0.05%"
"2017年3月17日","728.90","726.10","728.90","726.10","0.02K","0.39%"
"2017年3月16日","726.10","726.70","726.80","725.10","0.11K","0.64%"
"2017年3月15日","721.50","721.50","721.50","721.50","0.30K","0.28%"
"2017年3月14日","719.50","719.80","719.80","719.50","0.02K","-1.32%"
"2017年3月13日","729.10","728.50","729.10","728.50","0.39K","-0.04%"
"2017年3月10日","729.40","731.60","731.60","729.40","0.03K","0.27%"
"2017年3月9日","727.40","726.90","727.50","726.90","0.10K","-0.42%"
"2017年3月8日","730.50","729.80","730.50","727.80","0.03K","-0.30%"
"2017年3月3日","732.70","731.00","732.70","731.00","0.00K","-0.31%"
"2017年3月1日","735.00","730.20","735.00","729.60","0.20K","1.42%"
"2017年2月28日","724.70","724.70","724.70","724.70","0.00K","0.83%"
"2017年2月27日","718.70","718.80","718.90","718.60","0.08K","0.18%"
"2017年2月24日","717.40","723.30","723.30","716.70","0.08K","-1.27%"
"2017年2月23日","726.60","726.60","726.60","726.60","0.01K","-0.32%"
"2017年2月22日","728.90","730.60","730.60","728.90","0.00K","0.12%"
"2017年2月21日","728.00","721.40","728.00","721.40","0.18K","1.01%"
"2017年2月20日","720.70","720.40","720.70","720.40","0.02K","0.83%"
"2017年2月17日","714.80","721.10","721.10","714.70","0.10K","-0.76%"
"2017年2月16日","720.30","721.70","721.70","720.30","0.03K","-0.65%"
"2017年2月15日","725.00","725.10","725.10","722.00","0.08K","0.54%"
"2017年2月14日","721.10","719.60","721.10","719.60","0.03K","0.12%"
"2017年2月13日","720.20","715.00","720.20","715.00","0.17K","1.05%"
"2017年2月10日","712.70","714.20","714.90","712.50","0.14K","0.14%"
"2017年2月9日","711.70","708.40","711.80","708.40","0.00K","0.13%"
"2017年2月8日","710.80","710.80","710.80","710.80","0.00K","0.21%"
"2017年2月7日","709.30","703.00","709.30","703.00","0.02K","-0.18%"
"2017年2月6日","710.60","710.20","710.60","710.20","0.01K","0.01%"
"2017年2月3日","710.50","710.50","710.50","710.50","0.00K","0.10%"
"2017年2月2日","709.80","709.10","709.80","709.10","0.02K","-0.17%"
"2017年2月1日","711.00","706.40","711.90","706.40","0.01K","1.48%"
"2017年1月31日","700.60","704.40","704.40","700.60","0.04K","-0.54%"
"2017年1月30日","704.40","706.00","706.00","704.40","0.01K","-1.19%"
"2017年1月27日","712.90","712.90","712.90","712.90","0.00K","-0.17%"
